,Symbol,Description,Sector,MarketCap,Beta,PERatio,EPS,EVToRevenue,ROE,ProfitMargin,PriceToBook,AverageStockPrice
200,FBHS,"Fortune Brands Home & Security, Inc. is an American manufacturer of home and security products, headquartered in Deerfield, Illinois. Its portfolio of businesses and brands includes Moen and the House of Rohl; outdoor living and security products from Therma-Tru, Larson, Fiberon, Master Lock and SentrySafe; and MasterBrand Cabinets.",REAL ESTATE & CONSTRUCTION,14344406000.0,1.633,18.59,5.42,2.268,0.268,0.10300000000000001,4.696,82.28
201,FOXA,Fox Corporation is an American mass media company headquartered in New York City.,TECHNOLOGY,20329124000.0,1.129,12.49,2.958,1.767,0.157,0.132,1.835,32.71
202,FOX,Fox Corporation is an American mass media company headquartered in New York City.,TECHNOLOGY,20329124000.0,1.129,11.57,2.958,1.767,0.157,0.132,1.706,31.64
203,BEN,"Franklin Resources Inc. is an American multinational holding company that, together with its subsidiaries, is referred to as Franklin Templeton; it is a global investment firm founded in New York City in 1947 as Franklin Distributors, Inc.",FINANCE,17086123000.0,1.218,9.31,3.57,2.377,0.17300000000000001,0.217,1.522,25.71
204,FCX,"Freeport-McMoRan Inc., often called Freeport, is an American mining company based in the Freeport-McMoRan Center, in Phoenix, Arizona.",ENERGY & TRANSPORTATION,56345329000.0,2.062,14.39,2.641,2.755,0.243,0.185,4.22,23.95
205,GPS,"The Gap, Inc., commonly known as Gap Inc. or Gap, is an American worldwide clothing and accessories retailer.",TRADE & SERVICES,6329185000.0,1.737,12.71,1.3230000000000002,0.703,0.196,0.0305,2.271,20.91
206,GRMN,"Garmin Ltd. is an American multinational technology company with headquarters in Olathe, Kansas.",MANUFACTURING,26176954000.0,0.977,22.57,5.86,4.909,0.20600000000000002,0.22899999999999998,4.471,118.66
207,IT,"Gartner, Inc, officially known as Gartner, is a global research and advisory firm providing information, advice, and tools for leaders in IT, finance, HR, customer service and support, communications, legal and compliance, marketing, sales, and supply chain functions. Its headquarters are in Stamford, Connecticut, United States.",TRADE & SERVICES,26480139000.0,1.546,39.88,8.03,6.37,1.026,0.155,79.16,183.27
208,GNRC,"Generac Holdings Inc., commonly referred to as Generac, is a Fortune 1000 American manufacturer of backup power generation products for residential, light commercial and industrial markets.",MANUFACTURING,21970452000.0,1.017,43.41,8.23,6.61,0.34299999999999997,0.155,12.33,248.92
209,GD,"General Dynamics Corporation (GD) is an American aerospace and defense corporation. It is headquartered in Reston, Fairfax County, Virginia.",MANUFACTURING,57221135000.0,1.078,17.35,11.65,1.795,0.217,0.0856,3.64,167.19
210,GE,"General Electric Company (GE) is an American multinational conglomerate incorporated in New York City and headquartered in Boston. As of 2018, the company operates through the following segments: aviation, healthcare, power, renewable energy, digital industry, additive manufacturing and venture capital and finance.",MANUFACTURING,106464000000.0,1.043,None,-0.419,1.769,0.0488,-0.0005,2.841,83.37
211,GIS,"General Mills, Inc., is an American multinational manufacturer and marketer of branded consumer foods sold through retail stores. It is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis.",MANUFACTURING,39224643000.0,0.506,17.95,3.7689999999999997,2.812,0.235,0.127,4.047,59.4
212,GM,"General Motors Company (GM) is an American multinational corporation headquartered in Detroit, Michigan that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services, with global headquarters in Detroit's Renaissance Center.",MANUFACTURING,91772089000.0,1.187,7.38,7.47,1.358,0.203,0.085,1.695,42.14
213,GPC,"Genuine Parts Company (GPC) is an American service organization engaged in the distribution of automotive replacement parts, industrial replacement parts, office products and electrical/electronic materials.",TRADE & SERVICES,19202724000.0,1.078,23.76,5.61,1.173,0.261,0.0444,6.03,104.49
214,GILD,"Gilead Sciences, Inc. is an American biopharmaceutical company headquartered in Foster City, California, that focuses on researching and developing antiviral drugs used in the treatment of HIV, hepatitis B, hepatitis C, and influenza, including Harvoni and Sovaldi.",LIFE SCIENCES,88120442000.0,0.35,12.36,5.84,4.005,0.379,0.26899999999999996,4.104,68.03
215,GL,"Globe Life is a financial services holding company that operates through its wholly owned subsidiaries providing life insurance, annuity, and supplemental health insurance products. The company is based in McKinney, Texas.",FINANCE,9282010000.0,1.11,12.14,7.38,2.205,0.0916,0.153,1.078,90.55
216,GPN,"Global Payments Inc. is an American company providing financial technology services globally headquartered in Atlanta, Georgia.",TRADE & SERVICES,36500996000.0,1.104,40.44,3.167,5.51,0.0352,0.114,1.396,180.38
217,GS,"The Goldman Sachs Group, Inc., is an American multinational investment bank and financial services company headquartered in New York City. It offers services in investment management, securities, asset management, prime brokerage, and securities underwriting. It also provides investment banking to institutional investors.",FINANCE,130449000000.0,1.511,6.3,60.63,-,0.22,0.382,1.354,278.53
218,GWW,"W. W. Grainger, Inc. is an American Fortune 500 industrial supply company founded in 1927 in Chicago by William W. (Bill) Grainger.",TRADE & SERVICES,26464303000.0,1.244,28.17,17.5,2.262,0.444,0.0736,14.49,374.68
219,HAL,"Halliburton Company is an American multinational corporation. One of the world's largest oil field service companies, it has operations in more than 70 countries.",ENERGY & TRANSPORTATION,21420129000.0,2.769,49.46,0.447,2.041,0.076,0.0279,3.771,18.03
220,HBI,"Hanesbrands Inc. is an American multinational clothing company based in Winston-Salem, North Carolina.",TRADE & SERVICES,6128539000.0,1.512,None,-0.897,1.281,0.132,-0.0433,9.63,15.64
221,HIG,"The Hartford Financial Services Group, Inc., usually known as The Hartford, is a United States-based investment and insurance company.",FINANCE,23195081000.0,1.071,11.27,6.01,1.301,0.122,0.0994,1.323,52.96
222,HAS,"Hasbro, Inc. is an American multinational conglomerate with toy, board game, and media assets, headquartered in Pawtucket, Rhode Island.",MANUFACTURING,13907807000.0,1.023,30.16,3.278,2.778,0.154,0.0737,4.607,88.32
223,HCA,"HCA Healthcare is an American for-profit operator of health care facilities that was founded in 1968. It is based in Nashville, Tennessee, and, as of May 2020, owns and operates 186 hospitals and approximately 2,000 sites of care, including surgery centers, freestanding emergency rooms, urgent care centers and physician clinics in 21 states and the United Kingdom.",LIFE SCIENCES,78993571000.0,1.651,12.99,19.53,1.932,-99999.99,0.113,293.44,167.25
224,PEAK,"Healthpeak Properties, Inc. is a real estate investment trust that invests in real estate related to the healthcare industry including senior housing, life science, and medical offices. It is organized in Maryland and headquartered in Denver, Colorado.",REAL ESTATE & CONSTRUCTION,18215250000.0,0.71,30.5,1.145,12.87,0.0122,0.33799999999999997,2.731,30.9
225,HSIC,"Henry Schein, Inc. is an American distributor of health care products and services with a presence in 32 countries.",TRADE & SERVICES,10494880000.0,0.791,16.79,4.393,0.94,0.149,0.0512,3.035,67.69
226,HSY,"The Hershey Company, commonly known as Hershey's, is an American multinational company and one of the largest chocolate manufacturers in the world. It also manufactures baked products, such as cookies and cakes, and sells beverages like milkshakes, and many more that are produced globally. Its headquarters are in Hershey, Pennsylvania.",MANUFACTURING,38421755000.0,0.408,27.24,6.89,4.807,0.623,0.162,15.2,154.32
227,HES,Hess Corporation (formerly Amerada Hess Corporation) is an American global independent energy company involved in the exploration and production of crude oil and natural gas.,ENERGY & TRANSPORTATION,24517981000.0,2.024,113.14,0.633,4.775,0.0772,0.0308,4.371,60.78
228,HPE,"The Hewlett Packard Enterprise Company (HPE) is an American multinational enterprise information technology company based in Houston, Texas, United States.",TECHNOLOGY,19058290000.0,1.218,9.17,2.568,1.049,19.03,0.12300000000000001,0.986,12.67
229,HLT,"Hilton Worldwide Holdings Inc., formerly Hilton Hotels Corporation, is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts.",REAL ESTATE & CONSTRUCTION,40729599000.0,1.235,1006.71,0.14,10.14,-99999.99,0.019,-,106.11
230,HOLX,"Hologic, Inc. is a medical technology company primarily focused on women's health; it sells medical devices for diagnostics, surgery, and medical imaging.",LIFE SCIENCES,18793685000.0,1.113,10.78,7.21,3.687,0.54,0.332,4.455,64.45
231,HD,"The Home Depot, Inc., commonly known as Home Depot, is the largest home improvement retailer in the United States, supplying tools, construction products, and services. The company is headquartered in incorporated Cobb County, Georgia, with an Atlanta mailing address.",TRADE & SERVICES,433777000000.0,0.99,25.94,14.96,3.209,1240.31,0.10800000000000001,419.11,279.59
232,HON,"Honeywell International Inc. is an American publicly traded, multinational conglomerate headquartered in Charlotte, North Carolina. It primarily operates in four areas of business: aerospace, building technologies, performance materials and technologies (PMT), and safety and productivity solutions (SPS).",MANUFACTURING,144438000000.0,1.173,26.41,7.77,4.433,0.304,0.158,8.1,189.7
233,HRL,"Hormel Foods Corporation is an American company founded in 1891 in Austin, Minnesota, by George A. Hormel as George A. Hormel & Company. Originally focusing on the packaging and selling of ham, Spam, sausage and other pork, chicken, beef and lamb products to consumers; by the 1980s, Hormel began offering a wider range of packaged and refrigerated foods.",MANUFACTURING,24957616000.0,0.0197,29.02,1.66,2.457,0.136,0.0798,3.677,47.06
234,HST,"Host Hotels & Resorts, Inc. is a real estate investment trust that invests in hotels.",REAL ESTATE & CONSTRUCTION,11874407000.0,1.343,None,-0.56,7.92,-0.0628,-0.18100000000000002,1.94,14.54
235,HWM,"Howmet Aerospace Inc. is an American aerospace company based in Pittsburgh, Pennsylvania. The company manufactures components for jet engines, fasteners and titanium structures for aerospace applications, and forged aluminum wheels for heavy trucks.",MANUFACTURING,13183947000.0,1.602,45.33,0.6609999999999999,3.411,0.0811,0.0583,3.741,24.98
236,HPQ,"HP Inc. is an American multinational information technology company headquartered in Palo Alto, California, that develops personal computers (PCs), printers and related supplies, as well as 3D printing solutions.",TECHNOLOGY,41986258000.0,1.01,6.86,5.33,0.712,-99999.99,0.102,-,23.8
237,HUM,"Humana Inc. is a for-profit American health insurance company based in Louisville, Kentucky.",FINANCE,59278730000.0,0.923,22.1,20.51,0.832,0.16699999999999998,0.0325,3.646,401.3
238,HBAN,"Huntington Bancshares Incorporated is a bank holding company headquartered in Columbus, Ohio.",FINANCE,22087463000.0,1.3,16.68,0.892,-,0.0747,0.225,1.283,12.71
239,HII,Huntington Ingalls Industries (HII) is the largest military shipbuilding company in the United States as well as a provider of professional services to partners in government and industry.,MANUFACTURING,7450144000.0,1.014,11.05,16.67,1.084,0.331,0.0701,3.403,191.99
240,IEX,"IDEX Corporation, based in Northbrook, Illinois, is a publicly traded company engaged in the development, design, and manufacture of fluidics systems and specialty engineered products.",TECHNOLOGY,17965482000.0,1.058,40.64,5.63,6.93,0.16899999999999998,0.162,6.59,190.15
241,IDXX,"IDEXX Laboratories, Inc. is an American multinational corporation  engaged in the development, manufacture, and distribution of products and services for the companion animal veterinary, livestock and poultry, water testing, and dairy markets.",LIFE SCIENCES,51546034000.0,0.94,70.76,8.72,16.7,1.265,0.24100000000000002,68.3,453.53
242,INFO,IHS Markit Ltd is an American-British information provider based in London. It was formed in 2016 with the merger of IHS Inc. and Markit Ltd.,TECHNOLOGY,52966135000.0,1.009,84.66,1.55,12.6,0.0707,0.135,5.95,91.33
243,ITW,"Illinois Tool Works Inc. or ITW is an American company that produces engineered fasteners and components, equipment and consumable systems, and specialty products.",TECHNOLOGY,76200824000.0,1.111,27.7,8.6,5.74,0.8809999999999999,0.191,21.82,200.34
244,ILMN,"Illumina, Inc. is an American company. Incorporated on April 1, 1998, Illumina develops, manufactures, and markets integrated systems for the analysis of genetic variation and biological function. The company provides a line of products and services that serves the sequencing, genotyping and gene expression, and proteomics markets. Its headquarters are located in San Diego, California.",LIFE SCIENCES,58537476000.0,0.894,63.01,6.11,13.97,0.11900000000000001,0.212,5.53,373.87
245,INCY,"Incyte Corp is an American pharmaceutical company based in Alapocas, Delaware.",TRADE & SERVICES,14446246000.0,0.72,30.22,2.412,4.19,0.193,0.183,4.588,84.28
246,IR,"Ingersoll Rand Inc., founded in 1859, is an American worldwide provider of industrial equipment, technologies and related parts and services to a broad and diverse customer base through a family of brands.",TECHNOLOGY,24287968000.0,1.473,58.99,0.987,4.373,0.0559,0.0715,2.807,51.09
247,INTC,"Intel Corporation is an American multinational corporation and technology company headquartered in Santa Clara, California, in Silicon Valley. It is the world's largest semiconductor chip manufacturer by revenue, and is the developer of the x86 series of microprocessors, the processors found in most personal computers (PCs).",MANUFACTURING,205750000000.0,0.517,9.81,5.16,2.694,0.256,0.26899999999999996,2.284,55.72
248,ICE,"The Intercontinental Exchange (ICE) is an American Fortune 500 company formed in 2000 that operates global exchanges, clearing houses and provides mortgage technology, data and listing services. The company owns exchanges for financial and commodity markets, and operates regulated exchanges and marketplaces.",FINANCE,76363824000.0,0.821,24.6,5.42,9.95,0.15,0.43799999999999994,3.542,106.34
249,IBM,"International Business Machines Corporation (IBM) is an American multinational technology company headquartered in Armonk, New York, with operations in over 170 countries. The company began in 1911, founded in Endicott, New York, as the Computing-Tabulating-Recording Company (CTR) and was renamed International Business Machines in 1924. IBM is incorporated in New York. IBM produces and sells computer hardware, middleware and software, and provides hosting and consulting services in areas ranging from mainframe computers to nanotechnology. IBM is also a major research organization, holding the record for most annual U.S. patents generated by a business (as of 2020) for 28 consecutive years. Inventions by IBM include the automated teller machine (ATM), the floppy disk, the hard disk drive, the magnetic stripe card, the relational database, the SQL programming language, the UPC barcode, and dynamic random-access memory (DRAM). The IBM mainframe, exemplified by the System/360, was the dominant computing platform during the 1960s and 1970s.",TECHNOLOGY,111284000000.0,1.104,24.12,5.28,2.178,0.214,0.064,5.01,129.58
250,IP,"The International Paper Company (NYSE: IP) is an American pulp and paper company, the largest such company in the world. The company is headquartered in Memphis, Tennessee.",MANUFACTURING,17771507000.0,0.962,10.09,4.541,1.208,0.215,0.08199999999999999,1.847,47.17
251,IPG,"The Interpublic Group of Companies, Inc. (IPG) is an American publicly traded advertising company. The company consists of five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and Marketing Specialists, as well as a number of independent specialty agencies in the areas of public relations, sports marketing, talent representation, and healthcare.",TRADE & SERVICES,14584695000.0,1.011,20.73,1.771,1.76,0.233,0.08,4.599,25.27
252,IFF,"International Flavors & Fragrances is an American corporation that produces flavors, fragrances, and cosmetic actives, which it markets globally. It is headquartered in New York City.",LIFE SCIENCES,37448954000.0,1.037,123.76,1.167,4.961,0.0183,0.025,1.748,130.76
253,INTU,"Intuit Inc. is an American business that specializes in financial software. Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks.",TECHNOLOGY,191973000000.0,1.054,81.82,7.58,18.54,0.27899999999999997,0.203,19.72,381.87
254,ISRG,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System.",LIFE SCIENCES,123232000000.0,1.088,72.75,4.638,21.7,0.165,0.308,10.8,250.45
255,IVZ,"Invesco Ltd. is an American independent investment management company that is headquartered in Atlanta, Georgia.",FINANCE,10672319000.0,1.229,8.94,2.53,3.207,0.113,0.209,0.964,18.37
256,IPGP,IPG Photonics is a manufacturer of fiber lasers.,MANUFACTURING,8898847000.0,1.343,34.05,4.869,5.18,0.10099999999999999,0.183,3.248,178.14
257,IQV,"IQVIA, formerly Quintiles and IMS Health, Inc., is an American multinational company serving the combined industries of health information technology and clinical research. It is a provider of biopharmaceutical development and commercial outsourcing services, focused primarily on Phase I-IV clinical trials and associated laboratory and analytical services, including consulting services.",TRADE & SERVICES,51641798000.0,1.401,68.07,3.929,4.622,0.131,0.0567,8.86,186.92
258,IRM,"Iron Mountain Inc. (NYSE: IRM) is an American enterprise information management services company founded in 1951 and headquartered in Boston, Massachusetts.",REAL ESTATE & CONSTRUCTION,14019987000.0,0.831,23.33,2.197,5.73,0.626,0.145,14.4,34.08
259,JKHY,"Jack Henry & Associates, Inc. is a technology company and payment processing service for the financial services industry.",TECHNOLOGY,11716993000.0,0.601,38.18,4.302,6.54,0.21899999999999997,0.18,8.4,163.55
260,J,"Jacobs Engineering Group Inc. (NYSE: J) is an American international technical professional services firm. The company provides technical, professional and construction services, as well as scientific and specialty consulting for a broad range of clients globally, including companies, organizations, and government agencies.",REAL ESTATE & CONSTRUCTION,18496399000.0,0.815,42.41,3.196,1.512,0.0674,0.0339,3.114,109.09
261,JBHT,"J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas.",ENERGY & TRANSPORTATION,20851559000.0,1.067,30.49,6.3,1.895,0.249,0.059000000000000004,7.14,141.62
262,SJM,"The J. M. Smucker Company, also known as Smucker and Smucker's, is an American manufacturer of jam, peanut butter, jelly, fruit syrups, beverages, shortening, ice cream toppings, and other products in North America. Smucker's headquarters are located in Orrville, Ohio.",MANUFACTURING,14399304000.0,0.321,19.82,7.01,2.405,0.0915,0.0972,1.738,118.08
263,JNJ,"Johnson & Johnson (J&J) is an American multinational corporation founded in 1886 that develops medical devices, pharmaceuticals, and consumer packaged goods. Its common stock is a component of the Dow Jones Industrial Average and the company is ranked No. 36 on the 2021 Fortune 500 list of the largest United States corporations by total revenue. Johnson & Johnson is one of the world's most valuable companies, and is one of only two U.S.-based companies that has a prime credit rating of AAA, higher than that of the United States government.",LIFE SCIENCES,435668000000.0,0.719,25.14,6.69,4.796,0.265,0.196,6.2,154.9
264,JCI,"Johnson Controls International plc is an Irish-domiciled multinational conglomerate headquartered in Cork, Ireland, that produces fire, HVAC, and security equipment for buildings.",TRADE & SERVICES,55867646000.0,1.095,34.82,2.272,2.631,0.0937,0.0692,3.181,50.74
265,JPM,"JPMorgan Chase & Co. is an American multinational investment bank and financial services holding company headquartered in New York City. JPMorgan Chase is incorporated in Delaware. As a Bulge Bracket bank, it is a major provider of various investment banking and financial services. It is one of America's Big Four banks, along with Bank of America, Citigroup, and Wells Fargo. JPMorgan Chase is considered to be a universal bank and a custodian bank. The J.P. Morgan brand is used by the investment banking, asset management, private banking, private wealth management, and treasury services divisions.",FINANCE,472311000000.0,1.129,9.92,15.81,-,0.17800000000000002,0.382,1.851,129.48
266,JNPR,"Juniper Networks, Inc. is an American multinational corporation headquartered in Sunnyvale, California. The company develops and markets networking products, including routers, switches, network management software, network security products, and software-defined networking technology.",TECHNOLOGY,11056158000.0,0.867,74.76,0.45,2.483,0.0337,0.0323,2.522,24.75
267,KSU,"Kansas City Southern (KCS) is a Delaware-registered pure transportation holding company with railroad investments in the United States, Mexico, and Panama.",ENERGY & TRANSPORTATION,27170399000.0,1.105,277.5,1.058,10.55,0.0218,0.0333,6.97,211.78
268,K,"The Kellogg Company, doing business as Kellogg's, is an American multinational food manufacturing company headquartered in Battle Creek, Michigan, United States.",MANUFACTURING,21361110000.0,0.587,17.57,3.668,2.045,0.33399999999999996,0.0886,6.13,64.18
269,KEY,"KeyBank, the primary subsidiary of KeyCorp, is a regional bank headquartered in Cleveland.",FINANCE,21423651000.0,1.474,8.77,2.5669999999999997,-,0.145,0.341,1.372,17.15
270,KEYS,"Keysight Technologies, or Keysight, is an American company that manufactures electronics test and measurement equipment and software.",LIFE SCIENCES,36716515000.0,0.961,41.55,4.78,7.43,0.253,0.18100000000000002,9.7,126.73
271,KMB,"Kimberly-Clark Corporation is an American multinational personal care corporation that produces mostly paper-based consumer products. The company manufactures sanitary paper products and surgical & medical instruments. Kimberly-Clark brand name products include Kleenex facial tissue, Kotex feminine hygiene products, Cottonelle, Scott and Andrex toilet paper, Wypall utility wipes, KimWipes scientific cleaning wipes and Huggies disposable diapers and baby wipes.",MANUFACTURING,45817044000.0,0.503,23.69,5.88,2.821,493.45,0.10300000000000001,96.66,137.97
272,KIM,Kimco Realty Corporation is a real estate investment trust (REIT) that invests in shopping centers.,REAL ESTATE & CONSTRUCTION,14153188000.0,1.508,11.3,2.019,16.59,0.12300000000000001,0.797,1.428,16.72
273,KMI,"Kinder Morgan, Inc. is one of the largest energy infrastructure companies in North America. The company specializes in owning and controlling oil and gas pipelines and terminals.",ENERGY & TRANSPORTATION,36641596000.0,1.015,20.31,0.768,4.519,0.0565,0.115,1.199,16.12
274,KLAC,"KLA Corporation is a capital equipment company based in Milpitas, California. It supplies process control and yield management systems for the semiconductor industry and other related nanoelectronics industries. The company's products and services are intended for all phases of wafer, reticle, integrated circuit (IC) and packaging production, from research and development to final volume manufacturing.",LIFE SCIENCES,62269707000.0,1.207,22.22,17.62,8.47,0.823,0.365,16.13,253.3
275,KHC,"The Kraft Heinz Company (KHC), commonly known as Kraft Heinz, is an American food company formed by the merger of Kraft Foods and Heinz, co-headquartered in Chicago, Illinois, and Pittsburgh, Pennsylvania.",MANUFACTURING,41801050000.0,1.079,19.36,1.858,2.417,0.0465,0.0876,0.835,34.31
276,KR,"The Kroger Company, or simply Kroger, is an American retail company founded by Bernard Kroger in 1883 in Cincinnati, Ohio.",TRADE & SERVICES,32914800000.0,0.421,33.8,1.325,0.37,0.10400000000000001,0.0075,3.468,35.01
277,LHX,"L3Harris Technologies (L3Harris) is an American technology company, defense contractor and information technology services provider that produces C6ISR systems and products, wireless equipment, tactical radios, avionics and electronic systems, night vision equipment, and both terrestrial and spaceborne antennas for use in the government, defense, and commercial sectors.",MANUFACTURING,42541682000.0,0.875,27.67,7.51,2.719,0.0752,0.0858,2.183,199.7
278,LH,"Laboratory Corporation of America Holdings, more commonly known as Labcorp, is an American company headquartered in Burlington, North Carolina. It operates one of the largest clinical laboratory networks in the world, with a United States network of 36 primary laboratories.",LIFE SCIENCES,27598923000.0,1.014,10.92,28.19,1.927,0.294,0.16699999999999998,2.622,219.43
279,LRCX,"Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP), and for related manufacturing markets such as for microelectromechanical systems (MEMS). The company is headquartered in Fremont, California, in the Silicon Valley.",TECHNOLOGY,99398248000.0,1.174,22.62,29.59,6.33,0.759,0.271,17.08,451.95
280,LW,"Lamb Weston Holdings, Inc. is an American food processing company that is one of the world's largest producers and processors of frozen french fries and other frozen potato products. It is headquartered in Eagle, Idaho.",MANUFACTURING,8333202000.0,0.708,33.17,1.75,2.723,0.68,0.0683,19.5,71.37
281,LVS,"Las Vegas Sands Corporation is an American casino and resort company based in Paradise, Nevada, United States. Its resorts feature accommodations, gambling and entertainment, convention and exhibition facilities, restaurants and clubs, as well as an art and science museum in Singapore.",REAL ESTATE & CONSTRUCTION,28771854000.0,1.486,None,-1.499,8.48,-0.542,-0.231,13.69,51.78
282,LEG,"Leggett & Platt (L&P), based in Carthage, Missouri, is a diversified manufacturer that designs and produces various engineered components and products.",MANUFACTURING,5576501000.0,1.487,13.03,2.9189999999999996,1.544,0.278,0.0812,3.539,43.16
283,LDOS,"Leidos, formerly known as Science Applications International Corporation (SAIC), is an American defense, aviation, information technology (Lockheed Martin IS&GS), and biomedical research company headquartered in Reston, Virginia, that provides scientific, engineering, systems integration, and technical services.",TECHNOLOGY,12363897000.0,0.854,16,5.42,1.296,0.198,0.0575,3.005,98.23
284,LEN,"Lennar Corporation is a home construction and real estate company based in Fontainebleau, Florida.",REAL ESTATE & CONSTRUCTION,35320129000.0,1.498,7.58,14.31,1.534,0.228,0.163,1.752,80.01
285,LLY,"Eli Lilly and Company is an American pharmaceutical company headquartered in Indianapolis, Indiana, with offices in 18 countries. Its products are sold in approximately 125 countries.",LIFE SCIENCES,233542000000.0,0.345,40.83,6.55,8.89,0.922,0.215,30.11,181.49
286,LNC,"Lincoln National Corporation is an American holding company, which operates multiple insurance and investment management businesses through subsidiary companies. Lincoln Financial Group is the marketing name for LNC and its subsidiary companies.",FINANCE,12192415000.0,2.106,9.43,6.97,0.867,0.0622,0.0708,0.576,51.5
287,LIN,"Linde plc is a multinational chemical company. It is the largest industrial gas company by market share and revenue. It serves customers in the healthcare, petroleum refining, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, electronics and water treatment industries. The company's primary business is the manufacturing and distribution of atmospheric gases, including oxygen, nitrogen, argon, rare gases, and process gases, including carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene.",LIFE SCIENCES,171193000000.0,0.826,49.12,6.8,6.16,0.0786,0.12,3.862,252.36
288,LYV,"Live Nation Entertainment, Inc is an American global entertainment company, founded in 2010, following the merger of Live Nation and Ticketmaster. The company promotes, operates, and manages ticket sales for live entertainment in the United States and internationally. It also owns and operates entertainment venues, and manages the careers of music artists.",TRADE & SERVICES,25132714000.0,1.291,None,-4.165,7.31,-2.412,-0.23600000000000002,31.01,70.1
289,LKQ,LKQ Corporation (Like Kind and Quality) is an American provider of alternative and speciality parts to repair and accessorise automobiles and other vehicles.,TRADE & SERVICES,16897744000.0,1.617,16.22,3.4360000000000004,1.577,0.182,0.0806,2.863,37.97
290,LMT,"Lockheed Martin Corporation is an American aerospace, defense, information security, and technology company with worldwide interests. It is headquartered in North Bethesda, Maryland, in the Washington, D.C., area.",MANUFACTURING,95113227000.0,0.92,15.85,21.71,1.568,0.8290000000000001,0.0913,9.88,371.31
291,L,"Loews Corporation is an American conglomerate headquartered in New York City. The company's majority-stake holdings include CNA Financial Corporation, Diamond Offshore Drilling, Boardwalk Pipeline Partners, Loews Hotels and Altium Packaging.",FINANCE,14485380000.0,0.939,9.23,6.15,1.654,0.0937,0.111,0.813,46.09
292,LOW,"Lowe's Companies, Inc. is an American retail company specializing in home improvement. Headquartered in Mooresville, North Carolina, the company operates a chain of retail stores in the United States and Canada.",TRADE & SERVICES,176104000000.0,1.294,21.64,11.47,2.104,655.35,0.0863,321.82,162.63
293,LUMN,"Lumen Technologies (formerly CenturyLink) is an American telecommunications company headquartered in Monroe, Louisiana, that offers communications, network services, security, cloud solutions, voice, and managed services.",TECHNOLOGY,12419836000.0,0.987,None,-0.7090000000000001,2.1,-0.0614,-0.0383,1.111,12.18
294,LYB,"LyondellBasell Industries N.V. (NYSE: LYB) is a Dutch-domiciled multinational chemical company with American and British roots, incorporated in the Netherlands, with U.S. operations headquarters in Houston, Texas, and offices in London, UK. The company is the largest licensor of polyethylene and polypropylene technologies. It also produces ethylene, propylene, polyolefins, and oxyfuels.",LIFE SCIENCES,29920604000.0,1.468,5.13,17.12,1.042,0.593,0.139,2.536,85.13
295,MTB,"M&T Bank Corporation is an American bank holding company headquartered in Buffalo, New York.",FINANCE,19587078000.0,1.078,10.55,13.95,-,0.111,0.312,1.241,132.45
296,MRO,"Marathon Oil Corporation is an American company engaged in hydrocarbon exploration incorporated in Ohio and headquartered in the Marathon Oil Tower in Houston, Texas.",ENERGY & TRANSPORTATION,12627868000.0,3.032,None,-0.052000000000000005,3.444,-0.0038,-0.0087,1.17,9.11
297,MPC,"Marathon Petroleum Corporation is an American petroleum refining, marketing, and transportation company headquartered in Findlay, Ohio.",ENERGY & TRANSPORTATION,39206779000.0,2.088,4.384,14.25,0.533,0.0511,0.0898,1.386,46.84
298,MKTX,"MarketAxess Holdings Inc. (MarketAxess) is an international financial technology company that operates an electronic trading platform for the institutional credit markets, and also provides market data and post-trade services.",FINANCE,14672138000.0,0.368,56.15,7.31,20.3,0.285,0.395,13.9,467.55
299,MAR,"Marriott International, Inc. is an American multinational company that operates, franchises, and licenses lodging including hotel, residential, and timeshare properties. It is headquartered in Bethesda, Maryland.",REAL ESTATE & CONSTRUCTION,52373099000.0,1.75,105.18,1.4280000000000002,5.36,0.8140000000000001,0.16399999999999998,57.05,123.27
300,MMC,"Marsh McLennan (formerly known as Marsh & McLennan Companies) is a global professional services firm, headquartered in New York City with businesses in insurance brokerage, risk management, reinsurance services, talent management, investment advisory, and management consulting. Its four main operating companies are Marsh, Guy Carpenter, Mercer, and Oliver Wyman.",FINANCE,86741024000.0,0.927,32.14,5.29,5.15,0.295,0.142,8.91,122.7
